repo	summary
sutaeru/focus-tracker	A pomodoro timer plugin for Noctalia Shell v5 — live countdown in the bar, daily and weekly statistics, streaks, tags, and a persistent session log.
suufi/Discord-Webhooks-API	Node.js Process Manager such as Nodemon or PM2
suush-ii/ObjToRBXMeshJS	Place a convert.obj in the same folder and run
svf-60/project-helix	This repository contains the source files for a Roblox game experience nicknamed project-helix created by Ro:Factor.
svoulzstaken/Roblox-System	This repository contains the scripts and source files for a Roblox game experience.
sw1ftin/noctalia-ocr	OCR plugin for Noctalia Shell v5 - select a screen area and recognize text locally using Tesseract.
swaffX/roblox	🟥 AI-powered coding assistant for Roblox Studio
swatskool/etl-project-roblox	Project Proposal: We will create a service that will allow users to view the most popular Roblox game and display the top youtube tutorials on how to play the Roblox game.
swatskool/Roblox-Project	Project 2 Outline For the ETL project, our group focused on creating a service to combine information about Roblox games that gamers would be interested in trying out based and video tutorials for those games from …
Swiftmill/Fight-Roblox	Ce dépôt contient un prototype jouable pour Roblox Studio inspiré de l'arène minimaliste "ZEN". Il inclut :
Swiftmill/roblox-advanced-prompt	ZEN禅 est un jeu d’action multijoueur disponible sur Roblox qui met en scène des affrontements au katana dans une ambiance inspirée du Japon féodal.
SY-Gato/Roblox-Script-Testing	A bunch of tests for roblox scripting I made. read txt files in directories to get info for installation
Syatram/Roblox-Trade-Values	Project for adding values to trades like how RoPro does it. But it's free. Expect bugs and messy code because I'm not that experienced with JS.
sydneyrenninger/Animal-tech-repair-anomaly	A Roblox horror game in the "anomaly detection" genre (like Animal Hospital / Scary Shawarma Kiosk: the Anomaly), themed around a walk-up tech repair kiosk.
syedayeshulhassanbukhari/Roblox-Zombie-Arena	A single-player wave-based zombie survival game built in Roblox using Rojo, Luau, and Claude Code.
sylrdev/Logger	Logger is a simple logger utility class to ease the pain of repetitive print formatting. Works exclusively on Roblox.
sylvosite/roblox-buttons	What you will find in the test.html file is the 2015 Roblox buttons template in 3 different styles, enabled, disabled and no response. It is possible to change color per your likings.
synaxware/RobloxPin	Hi, this is my new program, it allows you to find out the pin from the account in roblox.
syncvasilyev/robloxdeneme	Bu depo, Rojo ile Roblox Studio'ya senkronize edilen bir Roblox oyun projesidir.
synnno/roblox-visits-bot	[🚨] Read carefully in order to run the script smoothly with no problems.
synoh19/durooduroo-haebom	장애아동의 사회성 학습을 돕기 위한 Roblox 기반 편의점 훈련 시뮬레이션입니다.
synpixel/shapeshifter	Luau library built for Roblox which allows you to convert mesh files into EditableMesh instances. Only supports Wavefront OBJ currently.
Synvasive/CabinetService	An intuitive wrapper for DocumentService with automatic client replication based on DataService by leif.
Sypsee/Roblox-Boids	Future goals ? :- optimize via adding an quadtree improve visuals add more cool stuff
Syqopat/AUTOSHEETER-ROBLOX	An automation script for processing Roblox asset sheets.
Sysbret/roblox-ai-shirt-generator	This web app lets you create Roblox shirt and pants textures from a prompt using AI!
sysscan/Roblox-FPS-Movement	Movement system with sprint, tactical sprint, crouch, slide, stamina, air control, and landing penalty.
sysscan/Roblox-RecoilSystem	Config-driven recoil and spread for FPS weapons. Handles kick, drift, buildup, and recovery.
syu637/fps-prototype	概要: プラットフォーム: Roblox（プロトタイプ） 目的: 1v1 で武器バランスを検証する最小MVPを作成する 主要武器: AR / SMG / SG プレイヤー体力: 200 HP
SyuraMoons/Roblox-Monitor-Network-Responsi	This project is a Python-based network monitoring tool designed to detect and log network traffic associated with Roblox.
t003z/Collisions	A Roblox helper module for custom collision detection
t003z/Gizmos	A Roblox Gizmos module designed for debugging
tabirako/RobloxMidi2Piano	This python script needs libraries rtmidi and keyboard to work
tacopacoepicgamer/RobloxCheckerOpenSource	Only thing you have to do is installin request with
TacticalBFG/luau-brainfuck	this is basically a translator from brainfuck into Roblox's modified lua, luau.
TacticalBFG/luau-diassembler	uh hi so basically i wrote this so u can toy with luau bytecode and shit have fun trying to rewrite this to compile the scripts without basic knowledge lol requires some weekly maintenence (not much albeit)
TacticalSoupCan/robloxdev	//this is a simple door script that can work with anything really so long as you compose the door properly // uses proximity prompts and when modified can also be group and team locked
Tactycl/Signal	The Signal is a lightweight utility designed to create custom event systems in Roblox, similar to RBXScriptSignal.
taein199/rm	로블록스의 유명한 괴담(Myth) 중 하나인 'Guest 666'을 새로운 시각으로 재해석한 인터랙티브 웹 스토리입니다. 단순한 공포 괴담이 아닌, 그가 왜 붉은 스크립트에 타락하게 되었는지에 대한 슬프고 감동적인 우정 이야기를 담았습니다. 화면을 클릭하며 이야기를 진행해 보세요. 🖱️ 인터랙티브 진행: 화면을 클릭할 때마다 다음 문장이 자연스럽게 나타납니다.
TaelossR/roblox-help-ai	🚀 Ecos de Xoria - Servidor IA para ayuda en Roblox
Taha-Hanim/rojob	Ultra-luxury fashion house website for rojob.eu.
TAI-opensource/my-roblox-game	Jogo feito com roblox-ts (TypeScript → Luau).
tai24112003/Heroes_of_Hollow_Reach	A Roblox idle management game. Players manage a town of autonomous heroes who explore, fight, craft, shop, and form relationships — without direct player control.
Tairnilik/My_plugins	Plugin renames parts with their sequence number. Supports ChangeHistoryService
takatama/roblox-coin-collect-starter	コインを取るとスコアが増えます コインは1回取ると復活しません 画面にコイン数と残り時間が出ます ゴールに触ると結果メッセージが出ます ゴールした後は、時間とコイン数が止まります 時間切れになるとゲーム終了です 簡単・ふつう・難しい、3つの道があります 難しい道ほどコインが多くなっています 足場のすき間をジャンプして進みます 落ちるとスタートに戻され、コインが少し減ります 赤い床は落下エリアの目印です。判定はプレイヤーの高さで行います …
takatama/roblox-my-first-game	Roblox Studio と Rojo で動かす、小学生向けのかんたんな Obby 風ゲームです。
takatama/roblox-sky-island-jump	Rojo ではゲームロジックだけを管理します。 地形、足場、コイン、Hazard の配置は Roblox Studio 側で管理してください。
Tallmann999/RobloxGameKit_v0.1.0	AI-first modular starter kit for Roblox projects using Codex + Roblox Studio MCP + Rojo + Git.
Tamanada/ROBLOX-FMF	Tycoon Roblox — Koh Phangan. docs/BLUEPRINT.md est le document contraignant : architecture §10, règles serveur-autoritaire §10.3, économie §3–§4. Aucune déviation sans mise à jour préalable du Blueprint.
TAMDekit/Roblox-Admin-System	AdminCommands.server.lua → วางใน ServerScriptService (เปลี่ยนชื่อเป็น AdminCommands, ประเภท Script) AdminClient.local.lua → วางใน StarterPlayer > StarterPlayerScripts (เปลี่ยนชื่อเป็น AdminClient, ประเภท LocalScript)
tammawanmufti/roblox-teleport-portal	Professional teleport portal system for Roblox with one-click Studio installation.
tanapat-dos/FarmingRobloxSimulator	This project uses Rojo for live-sync between your .lua files and Roblox Studio.
TanguyComent/rbxts-car-test	A game to practice in car creation Places :
Tanmayjihuma/RobloxSkill	Note for AI: This context provides pre-made modules, scripts, architectural guidelines, and common mistakes to avoid.
tano-dev/Project-W	A complete game project with backend systems fully implemented. Ready for UI development.
tappy3d-hue/roblox-replace-with-package	Roblox Studio の標準UIでは、配置済みのモデルをまとめて1つのパッケージに紐づけることができません。 このスクリプトを使えば、コマンドバーから数秒で一括リンクが完了します。
TargetZero1/FFS_Roblox	🍞 Welcome to Bread Factory Tycoon, the ultimate game where you rise to the top by creating the most epic bread factory ever seen!
TargetZero1/Fusion-Merge-Simulator	Welcome to Fusion Merge Simulator, the ultimate game where you combine and merge various objects to create powerful and unique items!
Tarki1151/robloxgame1	An empty Rojo project, ready for a new Roblox game.
TARNATlON/roblox-vfx	For now, you can only create a 3D particle emitter with the VFX module.
Tascens0/flex	To only match a certain pattern you can also run add a pattern as a second argument, for an example: "lune run flex . .luau" target only files with .luau
Tascens0/text	A simple module to work with text in multiple cases. Currently supports 9 different case conventions and unknown: camelCase PascalCase lowersnakecase kebab-case UPPERSNAKECASE lower case UPPER CASE Sentence case Title …
